date,airline,flight_number,origin,destination,origin_country,destination_country,origin_region,destination_region,aircraft_type,passengers_affected,reason
2026-04-20,Cathay Pacific,CA9948,Dubai,São Paulo,UAE,Brazil,Middle East,Latin America,Airbus A321neo,243,Government travel ban
2026-04-20,Atlas Air,AT9476,Frankfurt,Dubai,Germany,UAE,Europe,Middle East,Airbus A330-300,191,Crew duty-time exceedance after long reroutes
2026-04-20,FedEx Express,FE7035,Johannesburg,London,South Africa,UK,Africa,Europe,Boeing 777-200LR,426,Government travel ban
2026-04-20,flydubai,FL3237,Toronto,Doha,Canada,Qatar,North America,Middle East,Boeing 737-800,366,Temporary corridor suspension — safety bulletin
2026-04-20,Air Arabia,AI7355,Istanbul,Tehran,Turkey,Iran,Middle East,Middle East,Airbus A320neo,352,ATC flow restrictions — congestion
2026-04-20,Aeroflot,AE5648,New York,Dubai,USA,UAE,North America,Middle East,Boeing 737-800,240,Airport closure — military activity
2026-04-20,KLM,KL7069,Dubai,New York,UAE,USA,Middle East,North America,Airbus A350-900,409,ATC flow restrictions — congestion
2026-04-20,Korean Air,KO6258,Dubai,Hanoi,UAE,Vietnam,Middle East,Asia Pacific,Boeing 777-300ER,384,Fuel supply disruption
2026-04-20,Ryanair,RY8239,London,Addis Ababa,UK,Ethiopia,Europe,Africa,Airbus A320neo,446,Airport closure — military activity
2026-04-20,China Eastern,CH271,Doha,Lahore,Qatar,Pakistan,Middle East,South Asia,Airbus A340-600,221,Government travel ban
2026-04-21,Atlas Air,AT1009,Dubai,Bangkok,UAE,Thailand,Middle East,Asia Pacific,Airbus A380-800,89,Temporary corridor suspension — safety bulletin
2026-04-21,Swiss International Air Lines,SW7812,Dubai,Moscow,UAE,Russia,Middle East,Europe,Boeing 787-9 Dreamliner,242,Insurance restriction — war zone
2026-04-21,WestJet,WE8909,Shanghai,Dubai,China,UAE,Asia Pacific,Middle East,Boeing 777-200LR,90,Airport closure — military activity
2026-04-21,Cargolux,CA7872,Dubai,New York,UAE,USA,Middle East,North America,Airbus A350-900,305,Crew duty-time exceedance after long reroutes
2026-04-21,Japan Airlines,JA2663,Delhi,Istanbul,India,Turkey,South Asia,Middle East,Airbus A321neo,306,Crew duty-time exceedance after long reroutes
2026-04-21,Emirates,EM6086,Sydney,Dubai,Australia,UAE,Asia Pacific,Middle East,Boeing 777-300ER,396,Security risk — conflict zone
2026-04-21,Saudi Arabian Airlines,SA2102,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Boeing 737-800,159,Crew duty-time exceedance after long reroutes
2026-04-21,Garuda Indonesia,GA4538,Addis Ababa,Doha,Ethiopia,Qatar,Africa,Middle East,Boeing 737 MAX 8,314,Airspace closure — NOTAM
2026-04-21,Avianca,AV2920,Doha,Paris,Qatar,France,Middle East,Europe,Boeing 777-300ER,133,Fuel supply disruption
2026-04-21,easyJet,EA5633,Riyadh,Islamabad,Saudi Arabia,Pakistan,Middle East,South Asia,Boeing 787-9 Dreamliner,293,Crew safety — company policy
2026-04-21,Atlas Air,AT7110,Dubai,Cairo,UAE,Egypt,Middle East,North Africa,Airbus A350-900,173,Airspace closure — NOTAM
2026-04-21,Atlas Air,AT9392,Casablanca,Dubai,Morocco,UAE,Africa,Middle East,Boeing 737 MAX 8,424,Airport closure — military activity
2026-04-21,Wizz Air,WI4395,Toronto,Dubai,Canada,UAE,North America,Middle East,Boeing 737-800,294,Government travel ban
2026-04-21,Royal Air Maroc,RO7551,London,Kuala Lumpur,UK,Malaysia,Europe,Asia Pacific,Boeing 737-800,212,ATC flow restrictions — congestion
2026-04-21,UPS Airlines,UP3676,Doha,Madrid,Qatar,Spain,Middle East,Europe,Airbus A321neo,107,Diplomatic advisory — do not fly
2026-04-21,Emirates,EM6757,Tehran,Moscow,Iran,Russia,Middle East,Europe,Boeing 777-300ER,164,Crew safety — company policy
2026-04-21,Emirates,EM7634,Auckland,Dubai,New Zealand,UAE,Asia Pacific,Middle East,Airbus A380-800,310,Crew duty-time exceedance after long reroutes
2026-04-21,LATAM Airlines,LA3467,Addis Ababa,Doha,Ethiopia,Qatar,Africa,Middle East,Airbus A320neo,161,Airport closure — military activity
2026-04-21,Copa Airlines,CO3539,Bahrain,London,Bahrain,UK,Middle East,Europe,Airbus A380-800,275,Insurance restriction — war zone
2026-04-21,UPS Airlines,UP1943,Doha,Lisbon,Qatar,Portugal,Middle East,Europe,Airbus A350-900,434,Airport closure — military activity
2026-04-21,Wizz Air,WI1912,London,Addis Ababa,UK,Ethiopia,Europe,Africa,Airbus A320neo,377,Security risk — conflict zone
2026-04-21,Ryanair,RY1557,Dubai,Cairo,UAE,Egypt,Middle East,North Africa,Airbus A330-300,159,Security risk — conflict zone
2026-04-21,Thai Airways,TH3211,Cairo,Riyadh,Egypt,Saudi Arabia,North Africa,Middle East,Boeing 787-9 Dreamliner,307,Airspace closure — NOTAM
2026-04-21,South African Airways,SO4979,Paris,Dubai,France,UAE,Europe,Middle East,Airbus A340-600,190,Temporary corridor suspension — safety bulletin
2026-04-21,Kuwait Airways,KU7291,Stockholm,Dubai,Sweden,UAE,Europe,Middle East,Airbus A350-900,417,Crew safety — company policy
2026-04-22,Azul Brazilian Airlines,AZ228,Doha,New York,Qatar,USA,Middle East,North America,Boeing 777-300ER,225,Crew duty-time exceedance after long reroutes
2026-04-22,Azul Brazilian Airlines,AZ1881,Santiago,Dubai,Chile,UAE,Latin America,Middle East,Boeing 787-9 Dreamliner,129,Diplomatic advisory — do not fly
2026-04-22,Jazeera Airways,JA7762,Dubai,Zurich,UAE,Switzerland,Middle East,Europe,Airbus A321neo,87,Insurance restriction — war zone
2026-04-22,Wizz Air,WI5830,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Boeing 787-9 Dreamliner,257,Airport closure — military activity
2026-04-22,Air India,AI7190,Delhi,Dubai,India,UAE,South Asia,Middle East,Boeing 787-9 Dreamliner,364,Airspace closure — NOTAM
2026-04-22,Air India,AI3457,Moscow,Dubai,Russia,UAE,Europe,Middle East,Boeing 787-9 Dreamliner,192,Security risk — conflict zone
2026-04-22,United Airlines,UN9640,Vancouver,Dubai,Canada,UAE,North America,Middle East,Boeing 737-800,331,ATC flow restrictions — congestion
2026-04-22,Gulf Air,GU1271,Karachi,Istanbul,Pakistan,Turkey,South Asia,Middle East,Airbus A321neo,124,Fuel supply disruption
2026-04-22,British Airways,BR8225,Lisbon,Doha,Portugal,Qatar,Europe,Middle East,Boeing 737-800,432,Diplomatic advisory — do not fly
2026-04-22,Malaysia Airlines,MA3262,Doha,Moscow,Qatar,Russia,Middle East,Europe,Boeing 787-10 Dreamliner,176,Temporary corridor suspension — safety bulletin
2026-04-22,FedEx Express,FE9950,Jakarta,Dubai,Indonesia,UAE,Asia Pacific,Middle East,Airbus A380-800,343,ATC flow restrictions — congestion
2026-04-22,Etihad Airways,ET2294,Frankfurt,Beijing,Germany,China,Europe,Asia Pacific,Airbus A380-800,204,Crew safety — company policy
2026-04-22,Japan Airlines,JA8146,London,Kuala Lumpur,UK,Malaysia,Europe,Asia Pacific,Airbus A330-300,235,Security risk — conflict zone
2026-04-22,Air France,AI5934,Tehran,Istanbul,Iran,Turkey,Middle East,Middle East,Airbus A320neo,284,Security risk — conflict zone
2026-04-22,LATAM Airlines,LA3828,Sydney,Abu Dhabi,Australia,UAE,Asia Pacific,Middle East,Boeing 777-200LR,450,Airspace closure — NOTAM
2026-04-22,KLM,KL4524,Seoul,London,South Korea,UK,Asia Pacific,Europe,Boeing 787-10 Dreamliner,354,Government travel ban
2026-04-22,Aeroflot,AE2270,Nairobi,London,Kenya,UK,Africa,Europe,Boeing 737 MAX 8,318,Security risk — conflict zone
2026-04-22,Wizz Air,WI7179,Dubai,Nairobi,UAE,Kenya,Middle East,Africa,Boeing 787-9 Dreamliner,267,ATC flow restrictions — congestion
2026-04-22,Qatar Airways,QA6091,Nairobi,London,Kenya,UK,Africa,Europe,Boeing 737 MAX 8,406,Government travel ban
2026-04-22,Saudi Arabian Airlines,SA9891,Chicago,Doha,USA,Qatar,North America,Middle East,Boeing 777-200LR,341,Airspace closure — NOTAM
2026-04-22,Air Algerie,AI4927,Abu Dhabi,London,UAE,UK,Middle East,Europe,Boeing 737 MAX 8,209,Security risk — conflict zone
2026-04-22,ANA,AN7624,Karachi,Istanbul,Pakistan,Turkey,South Asia,Middle East,Boeing 787-10 Dreamliner,314,Temporary corridor suspension — safety bulletin
2026-04-22,Avianca,AV2699,Cairo,Riyadh,Egypt,Saudi Arabia,North Africa,Middle East,Airbus A350-900,446,Airspace closure — NOTAM
2026-04-22,Oman Air,OM4780,Dubai,Paris,UAE,France,Middle East,Europe,Airbus A321neo,171,Crew safety — company policy
2026-04-22,Thai Airways,TH7622,Zurich,Dubai,Switzerland,UAE,Europe,Middle East,Boeing 787-10 Dreamliner,446,Airport closure — military activity
2026-04-22,TAP Air Portugal,TA1024,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Boeing 787-10 Dreamliner,86,Temporary corridor suspension — safety bulletin
2026-04-22,Singapore Airlines,SI4794,London,São Paulo,UK,Brazil,Europe,Latin America,Boeing 737-800,207,Insurance restriction — war zone
2026-04-22,Asiana Airlines,AS6877,Shanghai,Doha,China,Qatar,Asia Pacific,Middle East,Airbus A320neo,350,Crew safety — company policy
2026-04-22,Finnair,FI5741,Dubai,Bangkok,UAE,Thailand,Middle East,Asia Pacific,Boeing 787-9 Dreamliner,146,Crew duty-time exceedance after long reroutes
2026-04-22,Emirates,EM162,Chicago,Dubai,USA,UAE,North America,Middle East,Airbus A380-800,245,Crew duty-time exceedance after long reroutes
2026-04-23,Aeromexico,AE1859,Dubai,Amman,UAE,Jordan,Middle East,Middle East,Boeing 737-800,320,ATC flow restrictions — congestion
2026-04-23,TAP Air Portugal,TA3986,Stockholm,Dubai,Sweden,UAE,Europe,Middle East,Boeing 777-200LR,410,Security risk — conflict zone
2026-04-23,Kenya Airways,KE4844,Cairo,Dubai,Egypt,UAE,North Africa,Middle East,Boeing 737 MAX 8,90,Insurance restriction — war zone
2026-04-23,Azul Brazilian Airlines,AZ3669,Jakarta,Dubai,Indonesia,UAE,Asia Pacific,Middle East,Boeing 787-10 Dreamliner,176,Fuel supply disruption
2026-04-23,Copa Airlines,CO8115,Doha,Mumbai,Qatar,India,Middle East,South Asia,Boeing 737 MAX 8,300,Airspace closure — NOTAM
2026-04-23,Air Algerie,AI6247,Ho Chi Minh City,Doha,Vietnam,Qatar,Asia Pacific,Middle East,Airbus A380-800,160,Diplomatic advisory — do not fly
2026-04-23,Iran Air,IR9413,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Airbus A340-600,205,ATC flow restrictions — congestion
2026-04-23,Japan Airlines,JA8334,Dubai,Sydney,UAE,Australia,Middle East,Asia Pacific,Airbus A321neo,90,Fuel supply disruption
2026-04-23,Asiana Airlines,AS1245,Dubai,Shanghai,UAE,China,Middle East,Asia Pacific,Boeing 737 MAX 8,414,Airspace closure — NOTAM
2026-04-23,Air India,AI6476,Guangzhou,Dubai,China,UAE,Asia Pacific,Middle East,Boeing 787-10 Dreamliner,176,Airspace closure — NOTAM
2026-04-23,Air France,AI2221,Dubai,Santiago,UAE,Chile,Middle East,Latin America,Airbus A350-900,246,Crew duty-time exceedance after long reroutes
2026-04-23,Emirates SkyCargo,EM5490,Delhi,Dubai,India,UAE,South Asia,Middle East,Airbus A330-300,120,Diplomatic advisory — do not fly
2026-04-23,Malaysia Airlines,MA3148,London,Tokyo,UK,Japan,Europe,Asia Pacific,Boeing 787-10 Dreamliner,311,Insurance restriction — war zone
2026-04-23,Cargolux,CA3185,Seoul,Dubai,South Korea,UAE,Asia Pacific,Middle East,Airbus A350-900,215,Insurance restriction — war zone
2026-04-23,South African Airways,SO576,Paris,Dubai,France,UAE,Europe,Middle East,Boeing 737 MAX 8,385,Fuel supply disruption
2026-04-23,Mahan Air,MA2902,Guangzhou,Dubai,China,UAE,Asia Pacific,Middle East,Boeing 737-800,418,Crew duty-time exceedance after long reroutes
2026-04-23,Ryanair,RY7015,Toronto,Dubai,Canada,UAE,North America,Middle East,Boeing 777-200LR,420,Airport closure — military activity
2026-04-23,Lufthansa,LU4150,Seoul,London,South Korea,UK,Asia Pacific,Europe,Airbus A380-800,402,Crew duty-time exceedance after long reroutes
2026-04-24,Mahan Air,MA635,Kuwait City,London,Kuwait,UK,Middle East,Europe,Airbus A330-300,244,Crew duty-time exceedance after long reroutes
2026-04-24,Copa Airlines,CO7583,Dubai,Auckland,UAE,New Zealand,Middle East,Asia Pacific,Boeing 737-800,101,Crew safety — company policy
2026-04-24,Southwest Airlines,SO9614,Cairo,Riyadh,Egypt,Saudi Arabia,North Africa,Middle East,Airbus A320neo,107,Diplomatic advisory — do not fly
2026-04-24,Asiana Airlines,AS3191,Riyadh,Islamabad,Saudi Arabia,Pakistan,Middle East,South Asia,Airbus A340-600,402,Airspace closure — NOTAM
2026-04-24,Iberia,IB7427,Dubai,Sydney,UAE,Australia,Middle East,Asia Pacific,Boeing 777-200LR,217,Security risk — conflict zone
2026-04-24,Air China,AI5499,Mexico City,Madrid,Mexico,Spain,Latin America,Europe,Boeing 787-10 Dreamliner,93,Airspace closure — NOTAM
2026-04-24,Ryanair,RY2558,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Airbus A350-900,105,Temporary corridor suspension — safety bulletin
2026-04-24,Air India,AI2613,Tehran,Moscow,Iran,Russia,Middle East,Europe,Boeing 737 MAX 8,445,Crew duty-time exceedance after long reroutes
2026-04-24,China Southern,CH2564,Riyadh,Cairo,Saudi Arabia,Egypt,Middle East,North Africa,Boeing 787-10 Dreamliner,290,Temporary corridor suspension — safety bulletin
2026-04-24,China Eastern,CH5967,Moscow,Tehran,Russia,Iran,Europe,Middle East,Airbus A340-600,408,Crew duty-time exceedance after long reroutes
2026-04-24,SAS,SA544,Kuwait City,Mumbai,Kuwait,India,Middle East,South Asia,Airbus A330-300,362,Temporary corridor suspension — safety bulletin
2026-04-24,DHL Aviation,DH867,Hanoi,Dubai,Vietnam,UAE,Asia Pacific,Middle East,Airbus A340-600,415,Government travel ban
2026-04-24,Air France,AI8321,Frankfurt,Beijing,Germany,China,Europe,Asia Pacific,Boeing 787-10 Dreamliner,91,ATC flow restrictions — congestion
2026-04-24,China Southern,CH9966,Hanoi,Dubai,Vietnam,UAE,Asia Pacific,Middle East,Boeing 777-200LR,125,Airport closure — military activity
2026-04-24,Thai Airways,TH7693,Moscow,Tehran,Russia,Iran,Europe,Middle East,Airbus A321neo,432,Airspace closure — NOTAM
2026-04-24,United Airlines,UN2948,Moscow,Tehran,Russia,Iran,Europe,Middle East,Airbus A320neo,291,Insurance restriction — war zone
2026-04-24,Ethiopian Airlines,ET4217,São Paulo,London,Brazil,UK,Latin America,Europe,Boeing 787-10 Dreamliner,89,Airport closure — military activity
2026-04-24,Air Arabia,AI3595,Moscow,Doha,Russia,Qatar,Europe,Middle East,Boeing 777-200LR,281,ATC flow restrictions — congestion
2026-04-24,Cathay Pacific,CA7353,Cairo,Riyadh,Egypt,Saudi Arabia,North Africa,Middle East,Airbus A320neo,251,ATC flow restrictions — congestion
2026-04-24,British Airways,BR4708,Beijing,Frankfurt,China,Germany,Asia Pacific,Europe,Boeing 737 MAX 8,114,Government travel ban
2026-04-25,Finnair,FI5875,Dubai,Johannesburg,UAE,South Africa,Middle East,Africa,Airbus A380-800,382,Crew duty-time exceedance after long reroutes
2026-04-25,Air Algerie,AI5395,Mexico City,Madrid,Mexico,Spain,Latin America,Europe,Boeing 737-800,99,Airport closure — military activity
2026-04-25,Royal Air Maroc,RO8243,Doha,Paris,Qatar,France,Middle East,Europe,Boeing 737-800,129,Security risk — conflict zone
2026-04-25,Qantas,QA5938,Addis Ababa,London,Ethiopia,UK,Africa,Europe,Boeing 787-10 Dreamliner,103,Airport closure — military activity
2026-04-25,United Airlines,UN6672,Dubai,Bahrain,UAE,Bahrain,Middle East,Middle East,Airbus A321neo,419,Airspace closure — NOTAM
2026-04-25,LOT Polish Airlines,LO8895,Karachi,Istanbul,Pakistan,Turkey,South Asia,Middle East,Airbus A340-600,296,Fuel supply disruption
2026-04-25,Wizz Air,WI7991,Mumbai,Dubai,India,UAE,South Asia,Middle East,Airbus A321neo,99,ATC flow restrictions — congestion
2026-04-25,United Airlines,UN1272,Delhi,Istanbul,India,Turkey,South Asia,Middle East,Airbus A380-800,310,ATC flow restrictions — congestion
2026-04-25,Royal Air Maroc,RO3335,Mumbai,Doha,India,Qatar,South Asia,Middle East,Boeing 777-300ER,119,Crew safety — company policy
2026-04-25,Thai Airways,TH9887,Kuwait City,Cairo,Kuwait,Egypt,Middle East,North Africa,Airbus A330-300,290,Airport closure — military activity
2026-04-25,United Airlines,UN7687,Toronto,Doha,Canada,Qatar,North America,Middle East,Airbus A320neo,387,Government travel ban
2026-04-25,Atlas Air,AT2003,Nairobi,London,Kenya,UK,Africa,Europe,Airbus A320neo,301,Airport closure — military activity
2026-04-26,LOT Polish Airlines,LO4103,Dubai,Zurich,UAE,Switzerland,Middle East,Europe,Airbus A321neo,114,Temporary corridor suspension — safety bulletin
2026-04-26,Malaysia Airlines,MA8732,London,Beijing,UK,China,Europe,Asia Pacific,Airbus A380-800,397,Crew safety — company policy
2026-04-26,Asiana Airlines,AS8286,Moscow,Tehran,Russia,Iran,Europe,Middle East,Airbus A330-300,307,Diplomatic advisory — do not fly
2026-04-26,China Southern,CH2360,Nairobi,London,Kenya,UK,Africa,Europe,Airbus A340-600,131,Airspace closure — NOTAM
2026-04-26,Royal Air Maroc,RO1428,Tokyo,Singapore,Japan,Singapore,Asia Pacific,Asia Pacific,Boeing 787-9 Dreamliner,303,ATC flow restrictions — congestion
2026-04-26,flydubai,FL5696,Santiago,London,Chile,UK,Latin America,Europe,Airbus A320neo,194,Government travel ban
2026-04-26,DHL Aviation,DH4276,Singapore,Los Angeles,Singapore,USA,Asia Pacific,North America,Boeing 777-300ER,110,Crew safety — company policy
2026-04-26,Aeroflot,AE6774,Los Angeles,London,USA,UK,North America,Europe,Boeing 787-9 Dreamliner,268,Airspace closure — NOTAM
2026-04-26,Air France,AI8434,Mumbai,Doha,India,Qatar,South Asia,Middle East,Boeing 737-800,202,Crew duty-time exceedance after long reroutes
2026-04-26,Gulf Air,GU8078,Dubai,Santiago,UAE,Chile,Middle East,Latin America,Boeing 777-300ER,447,Temporary corridor suspension — safety bulletin
2026-04-26,Garuda Indonesia,GA6177,Singapore,Auckland,Singapore,New Zealand,Asia Pacific,Asia Pacific,Boeing 787-9 Dreamliner,418,Crew duty-time exceedance after long reroutes
2026-04-26,Air Canada,AI1094,Doha,Toronto,Qatar,Canada,Middle East,North America,Boeing 777-300ER,332,Crew safety — company policy
2026-04-26,Japan Airlines,JA8033,Doha,London,Qatar,UK,Middle East,Europe,Boeing 777-300ER,178,Fuel supply disruption
2026-04-26,Pakistan International Airlines,PA6913,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Boeing 737-800,168,Temporary corridor suspension — safety bulletin
2026-04-26,Atlas Air,AT3421,Doha,New York,Qatar,USA,Middle East,North America,Airbus A330-300,254,Airspace closure — NOTAM
2026-04-26,Qantas,QA8863,Frankfurt,Dubai,Germany,UAE,Europe,Middle East,Boeing 737 MAX 8,226,ATC flow restrictions — congestion
2026-04-26,Vietnam Airlines,VI8374,Doha,Paris,Qatar,France,Middle East,Europe,Boeing 787-10 Dreamliner,154,Crew safety — company policy
2026-04-26,Kenya Airways,KE9332,Mumbai,Kuwait City,India,Kuwait,South Asia,Middle East,Boeing 787-9 Dreamliner,323,Crew duty-time exceedance after long reroutes
2026-04-26,Cathay Pacific,CA4753,Dubai,Singapore,UAE,Singapore,Middle East,Asia Pacific,Airbus A321neo,314,Temporary corridor suspension — safety bulletin
2026-04-26,LATAM Airlines,LA5505,Vancouver,Dubai,Canada,UAE,North America,Middle East,Boeing 777-200LR,252,Airspace closure — NOTAM
2026-04-26,Wizz Air,WI2280,Singapore,Sydney,Singapore,Australia,Asia Pacific,Asia Pacific,Boeing 777-300ER,289,ATC flow restrictions — congestion
2026-04-27,Air China,AI8448,Dubai,Mumbai,UAE,India,Middle East,South Asia,Airbus A320neo,262,Government travel ban
2026-04-27,SpiceJet,SP2513,London,Addis Ababa,UK,Ethiopia,Europe,Africa,Boeing 787-10 Dreamliner,246,Security risk — conflict zone
2026-04-27,Asiana Airlines,AS580,Jakarta,Dubai,Indonesia,UAE,Asia Pacific,Middle East,Boeing 787-9 Dreamliner,277,Crew duty-time exceedance after long reroutes
2026-04-27,Wizz Air,WI5954,Dubai,Vancouver,UAE,Canada,Middle East,North America,Airbus A321neo,89,ATC flow restrictions — congestion
