date,airline,flight_number,origin,destination,origin_country,destination_country,origin_region,destination_region,original_route,new_route,original_distance_km,new_distance_km,additional_distance_km,extra_fuel_cost_usd,delay_hours
2026-04-30,Saudi Arabian Airlines,SA9286,Dubai,Zurich,UAE,Switzerland,Middle East,Europe,Direct Tehran overfly,Via Ashgabat–Almaty route,2434,4078,1644,9034.61,4.8
2026-04-30,Air New Zealand,AI3901,Addis Ababa,Dubai,Ethiopia,UAE,Africa,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,11046,13037,1991,8906.77,1.4
2026-04-30,Vietnam Airlines,VI2859,Auckland,Dubai,New Zealand,UAE,Asia Pacific,Middle East,Direct Middle East overfly,Via Central Asian detour,2513,4317,1804,6658.19,4.8
2026-04-30,Etihad Airways,ET356,Dubai,Beijing,UAE,China,Middle East,Asia Pacific,Direct Gulf route,Via Jordan–Egypt alternate,3728,4315,587,3082.19,4.4
2026-04-30,Turkish Airlines,TU7152,Riyadh,Islamabad,Saudi Arabia,Pakistan,Middle East,South Asia,Via Persian Gulf,Via Indian Ocean southern route,4104,5650,1546,7053.95,0.5
2026-04-30,Turkish Airlines,TU7216,Dubai,Helsinki,UAE,Finland,Middle East,Europe,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,2365,3627,1262,6376.32,1.5
2026-04-30,Air China,AI8537,Mumbai,Doha,India,Qatar,South Asia,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,4819,6373,1554,5935.54,5.9
2026-04-30,Iran Air,IR8632,London,Sydney,UK,Australia,Europe,Asia Pacific,Via Baghdad FIR,Via Ankara–Baku corridor,8937,10319,1382,7424.9,5.4
2026-05-01,China Southern,CH8504,Riyadh,New York,Saudi Arabia,USA,Middle East,North America,Direct Tehran overfly,Via Ashgabat–Almaty route,6975,8692,1717,11446.44,3.9
2026-05-01,Jazeera Airways,JA2689,Frankfurt,Dubai,Germany,UAE,Europe,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,8674,10634,1960,11574.57,3.3
2026-05-01,Qatar Airways,QA840,Moscow,Dubai,Russia,UAE,Europe,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,10214,11565,1351,5988.32,5.0
2026-05-01,Finnair,FI9374,Dubai,Singapore,UAE,Singapore,Middle East,Asia Pacific,Via Baghdad FIR,Via Ankara–Baku corridor,9379,9915,536,2236.49,2.1
2026-05-02,Iran Air,IR8329,Dubai,Casablanca,UAE,Morocco,Middle East,Africa,Via Strait of Hormuz,Via Red Sea–Suez route,2564,3634,1070,6662.67,5.0
2026-05-02,LOT Polish Airlines,LO2385,Dubai,Johannesburg,UAE,South Africa,Middle East,Africa,Direct Gulf route,Via Jordan–Egypt alternate,2812,3988,1176,5967.4,2.8
2026-05-02,Emirates SkyCargo,EM4726,Doha,Ho Chi Minh City,Qatar,Vietnam,Middle East,Asia Pacific,Via Baghdad FIR,Via Ankara–Baku corridor,11248,11857,609,2795.51,5.0
2026-05-02,China Eastern,CH6822,Dubai,Jakarta,UAE,Indonesia,Middle East,Asia Pacific,Via Persian Gulf,Via Indian Ocean southern route,3400,4673,1273,5979.4,2.3
2026-05-02,Korean Air,KO2051,Dubai,Auckland,UAE,New Zealand,Middle East,Asia Pacific,Via Strait of Hormuz,Via Red Sea–Suez route,10892,12504,1612,7785.64,2.0
2026-05-02,Korean Air,KO3925,Dubai,New York,UAE,USA,Middle East,North America,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,7747,9587,1840,6957.17,5.5
2026-05-02,Air India,AI2119,Dubai,Chicago,UAE,USA,Middle East,North America,Direct Gulf route,Via Jordan–Egypt alternate,3118,3977,859,4221.32,1.4
2026-05-02,South African Airways,SO4929,Dubai,Paris,UAE,France,Middle East,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8429,9350,921,3283.14,5.8
2026-05-02,Delta Air Lines,DE1596,Hanoi,Dubai,Vietnam,UAE,Asia Pacific,Middle East,Via Persian Gulf,Via Indian Ocean southern route,2246,4522,2276,8191.37,0.7
2026-05-02,Air Arabia,AI9786,London,Los Angeles,UK,USA,Europe,North America,Via Strait of Hormuz,Via Red Sea–Suez route,4870,5940,1070,6459.63,3.7
2026-05-02,Ethiopian Airlines,ET159,Dubai,Guangzhou,UAE,China,Middle East,Asia Pacific,Via Baghdad FIR,Via Ankara–Baku corridor,6833,7995,1162,5126.98,5.9
2026-05-02,Copa Airlines,CO2150,New York,Doha,USA,Qatar,North America,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,3546,4727,1181,7753.08,2.6
2026-05-02,UPS Airlines,UP2296,Beijing,London,China,UK,Asia Pacific,Europe,Direct Middle East overfly,Via Central Asian detour,11450,13762,2312,13934.75,3.4
2026-05-02,Air China,AI3170,Delhi,Istanbul,India,Turkey,South Asia,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,3636,4932,1296,6538.5,2.1
2026-05-02,Air Algerie,AI9708,Helsinki,Dubai,Finland,UAE,Europe,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,9851,11256,1405,5704.74,4.0
2026-05-02,Atlas Air,AT6817,Istanbul,Dubai,Turkey,UAE,Middle East,Middle East,Via Persian Gulf,Via Indian Ocean southern route,4113,6343,2230,10274.57,5.8
2026-05-02,Gulf Air,GU7632,Abu Dhabi,Washington,UAE,USA,Middle East,North America,Via Strait of Hormuz,Via Red Sea–Suez route,9661,11445,1784,9358.53,4.6
2026-05-02,SpiceJet,SP1254,London,Sydney,UK,Australia,Europe,Asia Pacific,Via Persian Gulf,Via Indian Ocean southern route,6942,8241,1299,5266.06,1.6
2026-05-02,Royal Air Maroc,RO6985,Kuwait City,Cairo,Kuwait,Egypt,Middle East,North Africa,Direct Gulf route,Via Jordan–Egypt alternate,10919,11561,642,4303.6,4.7
2026-05-02,Gulf Air,GU5695,Doha,Madrid,Qatar,Spain,Middle East,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3107,3961,854,3426.63,4.5
2026-05-03,Air Arabia,AI4668,Doha,Paris,Qatar,France,Middle East,Europe,Via Persian Gulf,Via Indian Ocean southern route,2607,3828,1221,4552.03,3.4
2026-05-03,Finnair,FI7189,Dubai,Beijing,UAE,China,Middle East,Asia Pacific,Direct Gulf route,Via Jordan–Egypt alternate,3992,4850,858,3490.39,6.0
2026-05-03,Emirates,EM9857,London,Abu Dhabi,UK,UAE,Europe,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,8913,10678,1765,7064.41,3.0
2026-05-03,Air France,AI2410,Doha,New York,Qatar,USA,Middle East,North America,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,2206,4327,2121,9702.03,5.1
2026-05-03,Air Algerie,AI4969,Dubai,Hanoi,UAE,Vietnam,Middle East,Asia Pacific,Via Persian Gulf,Via Indian Ocean southern route,5345,8116,2771,16727.96,2.0
2026-05-03,Korean Air,KO6891,Riyadh,Islamabad,Saudi Arabia,Pakistan,Middle East,South Asia,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,7371,9028,1657,9588.17,2.7
2026-05-03,Gulf Air,GU3363,Beijing,Tehran,China,Iran,Asia Pacific,Middle East,Direct Middle East overfly,Via Central Asian detour,3980,5126,1146,7845.9,5.6
2026-05-03,Avianca,AV7546,Mumbai,Kuwait City,India,Kuwait,South Asia,Middle East,Via Persian Gulf,Via Indian Ocean southern route,5138,6950,1812,12571.19,5.6
2026-05-03,FedEx Express,FE3902,Dubai,Warsaw,UAE,Poland,Middle East,Europe,Via Baghdad FIR,Via Ankara–Baku corridor,6395,7151,756,2778.2,2.6
2026-05-03,DHL Aviation,DH8621,Dubai,Vancouver,UAE,Canada,Middle East,North America,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,3451,5343,1892,6952.77,3.7
2026-05-03,Gulf Air,GU8161,Doha,Lahore,Qatar,Pakistan,Middle East,South Asia,Via Persian Gulf,Via Indian Ocean southern route,8346,10800,2454,12208.37,1.9
2026-05-03,EgyptAir,EG7202,Cairo,Dubai,Egypt,UAE,North Africa,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,7799,9545,1746,8610.59,5.0
2026-05-03,Qantas,QA7959,London,Kuwait City,UK,Kuwait,Europe,Middle East,Via Persian Gulf,Via Indian Ocean southern route,2797,4275,1478,8624.14,2.7
2026-05-04,Air France,AI6989,Moscow,Doha,Russia,Qatar,Europe,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,6785,7685,900,5185.42,3.2
2026-05-04,China Eastern,CH724,Seoul,Doha,South Korea,Qatar,Asia Pacific,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,10136,10985,849,4625.15,5.3
2026-05-04,Pakistan International Airlines,PA2281,Sydney,Abu Dhabi,Australia,UAE,Asia Pacific,Middle East,Via Persian Gulf,Via Indian Ocean southern route,9811,11981,2170,13743.04,1.2
2026-05-04,Garuda Indonesia,GA2709,Dubai,Casablanca,UAE,Morocco,Middle East,Africa,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,3358,5834,2476,16454.31,2.2
2026-05-04,Malaysia Airlines,MA1783,Helsinki,Dubai,Finland,UAE,Europe,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8296,9240,944,5907.05,1.0
2026-05-04,Qantas,QA9805,Delhi,Dubai,India,UAE,South Asia,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,3751,4864,1113,4207.34,2.0
2026-05-04,Royal Air Maroc,RO952,Amman,Dubai,Jordan,UAE,Middle East,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,9462,10842,1380,9549.38,0.8
2026-05-04,Avianca,AV2732,Frankfurt,Beijing,Germany,China,Europe,Asia Pacific,Via Strait of Hormuz,Via Red Sea–Suez route,5729,7334,1605,10057.21,1.0
2026-05-04,LOT Polish Airlines,LO7300,Beijing,Dubai,China,UAE,Asia Pacific,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4831,6320,1489,8984.99,3.5
2026-05-04,Swiss International Air Lines,SW6052,Hanoi,Dubai,Vietnam,UAE,Asia Pacific,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,9154,9974,820,4814.54,1.4
2026-05-04,Japan Airlines,JA7420,Santiago,Dubai,Chile,UAE,Latin America,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,11110,12186,1076,5241.23,0.6
2026-05-04,LOT Polish Airlines,LO4010,Jakarta,Dubai,Indonesia,UAE,Asia Pacific,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4993,6609,1616,6360.12,5.2
2026-05-04,Garuda Indonesia,GA9399,London,Dubai,UK,UAE,Europe,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,4531,5761,1230,8260.08,3.3
2026-05-04,Delta Air Lines,DE3854,Paris,Doha,France,Qatar,Europe,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6286,8927,2641,15751.36,4.7
2026-05-04,UPS Airlines,UP9236,Dubai,Moscow,UAE,Russia,Middle East,Europe,Via Strait of Hormuz,Via Red Sea–Suez route,9963,11517,1554,8089.9,5.2
2026-05-04,Air France,AI2329,Abu Dhabi,Sydney,UAE,Australia,Middle East,Asia Pacific,Via Strait of Hormuz,Via Red Sea–Suez route,2081,3133,1052,4974.11,6.0
2026-05-05,Japan Airlines,JA2825,Dubai,Madrid,UAE,Spain,Middle East,Europe,Via Persian Gulf,Via Indian Ocean southern route,2668,5170,2502,15053.11,2.6
2026-05-05,Garuda Indonesia,GA1522,Toronto,Doha,Canada,Qatar,North America,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,9247,9712,465,2247.55,4.7
2026-05-05,IndiGo,IN7319,Dubai,Johannesburg,UAE,South Africa,Middle East,Africa,Via Strait of Hormuz,Via Red Sea–Suez route,9811,10857,1046,4435.2,2.9
2026-05-05,China Southern,CH6515,Doha,New York,Qatar,USA,Middle East,North America,Direct Middle East overfly,Via Central Asian detour,11540,12895,1355,7537.63,2.3
2026-05-05,Cathay Pacific,CA2191,Auckland,Singapore,New Zealand,Singapore,Asia Pacific,Asia Pacific,Via Persian Gulf,Via Indian Ocean southern route,5433,6801,1368,7063.45,2.1
2026-05-05,Lufthansa,LU9009,Shanghai,Doha,China,Qatar,Asia Pacific,Middle East,Via Persian Gulf,Via Indian Ocean southern route,11223,14123,2900,17405.36,1.1
2026-05-05,Iran Air,IR6702,Doha,São Paulo,Qatar,Brazil,Middle East,Latin America,Direct Middle East overfly,Via Central Asian detour,4767,5865,1098,5246.65,2.2
2026-05-05,Air Canada,AI5775,Dubai,London,UAE,UK,Middle East,Europe,Direct Gulf route,Via Jordan–Egypt alternate,6940,7743,803,5428.74,1.1
2026-05-05,China Southern,CH3706,Doha,Paris,Qatar,France,Middle East,Europe,Direct Middle East overfly,Via Central Asian detour,9043,10788,1745,10188.46,5.0
2026-05-05,Qantas,QA2865,Addis Ababa,Dubai,Ethiopia,UAE,Africa,Middle East,Direct Middle East overfly,Via Central Asian detour,3832,6146,2314,15528.11,0.6
2026-05-05,Saudi Arabian Airlines,SA1002,São Paulo,Doha,Brazil,Qatar,Latin America,Middle East,Via Persian Gulf,Via Indian Ocean southern route,7649,8994,1345,8518.01,0.5
2026-05-05,Qatar Airways,QA9008,Doha,Shanghai,Qatar,China,Middle East,Asia Pacific,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3467,5309,1842,9644.44,5.4
2026-05-05,Turkish Airlines,TU9724,New York,Doha,USA,Qatar,North America,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,8388,9043,655,2749.08,5.5
2026-05-05,ANA,AN1594,Johannesburg,Dubai,South Africa,UAE,Africa,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,3998,4561,563,3565.45,2.4
2026-05-05,Finnair,FI8812,Karachi,Istanbul,Pakistan,Turkey,South Asia,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8855,10682,1827,9281.07,3.6
2026-05-05,Delta Air Lines,DE8024,Dubai,Hanoi,UAE,Vietnam,Middle East,Asia Pacific,Direct Tehran overfly,Via Ashgabat–Almaty route,3056,4927,1871,9441.31,3.8
2026-05-05,WestJet,WE6105,Cairo,Dubai,Egypt,UAE,North Africa,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,3936,6405,2469,16112.91,4.1
2026-05-05,Air India,AI3943,Mexico City,Madrid,Mexico,Spain,Latin America,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3240,4995,1755,7672.34,5.9
2026-05-05,WestJet,WE6733,Beijing,Frankfurt,China,Germany,Asia Pacific,Europe,Direct Tehran overfly,Via Ashgabat–Almaty route,6957,8274,1317,6275.86,0.5
2026-05-05,LOT Polish Airlines,LO2147,Paris,Casablanca,France,Morocco,Europe,Africa,Direct Middle East overfly,Via Central Asian detour,3446,4578,1132,6400.75,5.3
2026-05-06,Southwest Airlines,SO3764,Dubai,Nairobi,UAE,Kenya,Middle East,Africa,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9515,10851,1336,4751.68,0.8
2026-05-06,American Airlines,AM8219,Nairobi,Dubai,Kenya,UAE,Africa,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9856,12275,2419,15988.5,2.0
2026-05-06,Malaysia Airlines,MA9949,Dubai,Chicago,UAE,USA,Middle East,North America,Direct Gulf route,Via Jordan–Egypt alternate,4484,5228,744,3626.01,4.9
2026-05-06,Swiss International Air Lines,SW935,Bogotá,Madrid,Colombia,Spain,Latin America,Europe,Direct Middle East overfly,Via Central Asian detour,5165,6500,1335,5374.5,5.4
2026-05-06,Swiss International Air Lines,SW1539,Dubai,Tokyo,UAE,Japan,Middle East,Asia Pacific,Via Strait of Hormuz,Via Red Sea–Suez route,8917,9693,776,3022.9,0.6
2026-05-06,Ethiopian Airlines,ET7027,Singapore,Sydney,Singapore,Australia,Asia Pacific,Asia Pacific,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4395,6116,1721,9469.66,5.8
2026-05-06,Iran Air,IR451,Dubai,Guangzhou,UAE,China,Middle East,Asia Pacific,Via Persian Gulf,Via Indian Ocean southern route,10371,12917,2546,9364.26,4.4
2026-05-06,Iran Air,IR4891,Toronto,Doha,Canada,Qatar,North America,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,3348,4611,1263,8028.37,4.8
2026-05-06,FedEx Express,FE5437,Washington,Abu Dhabi,USA,UAE,North America,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,2917,4769,1852,11523.76,3.6
2026-05-06,WestJet,WE6511,Beijing,Tehran,China,Iran,Asia Pacific,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,6089,7680,1591,8604.52,0.7
2026-05-06,Azul Brazilian Airlines,AZ1038,Dubai,Kuala Lumpur,UAE,Malaysia,Middle East,Asia Pacific,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4293,6816,2523,14886.85,1.6
2026-05-06,Mahan Air,MA375,Mumbai,Doha,India,Qatar,South Asia,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,2439,3052,613,3358.36,2.9
2026-05-06,Asiana Airlines,AS7785,Dubai,New York,UAE,USA,Middle East,North America,Direct Gulf route,Via Jordan–Egypt alternate,10876,11982,1106,6656.22,5.4
2026-05-06,Turkish Airlines,TU853,Tehran,Istanbul,Iran,Turkey,Middle East,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,8109,9293,1184,7419.16,4.4
2026-05-07,Air France,AI4015,Paris,Shanghai,France,China,Europe,Asia Pacific,Direct Gulf route,Via Jordan–Egypt alternate,2189,3143,954,5036.2,0.5
2026-05-07,Cathay Pacific,CA4696,Bogotá,Madrid,Colombia,Spain,Latin America,Europe,Via Persian Gulf,Via Indian Ocean southern route,8284,9987,1703,10869.91,1.4
2026-05-07,Swiss International Air Lines,SW9524,Frankfurt,Dubai,Germany,UAE,Europe,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,10502,12714,2212,9126.04,3.9
2026-05-07,Swiss International Air Lines,SW8877,London,Johannesburg,UK,South Africa,Europe,Africa,Direct Gulf route,Via Jordan–Egypt alternate,9764,10801,1037,6490.3,3.5
2026-05-07,Thai Airways,TH2087,Dubai,New York,UAE,USA,Middle East,North America,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7907,9437,1530,6778.52,2.5
2026-05-07,Ryanair,RY1475,Dubai,Bangkok,UAE,Thailand,Middle East,Asia Pacific,Direct Tehran overfly,Via Ashgabat–Almaty route,7499,8729,1230,6135.63,3.4
2026-05-07,Wizz Air,WI839,Chicago,Doha,USA,Qatar,North America,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,6103,6962,859,5504.41,1.3
2026-05-07,WestJet,WE6637,Mexico City,Madrid,Mexico,Spain,Latin America,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4105,5829,1724,11999.22,5.4
2026-05-07,Asiana Airlines,AS3206,Doha,Addis Ababa,Qatar,Ethiopia,Middle East,Africa,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,10043,11457,1414,7243.67,3.7
2026-05-07,Avianca,AV913,Washington,Abu Dhabi,USA,UAE,North America,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,9776,10436,660,3126.21,4.2
2026-05-07,Mahan Air,MA8857,Doha,Shanghai,Qatar,China,Middle East,Asia Pacific,Direct Middle East overfly,Via Central Asian detour,10908,12315,1407,9694.52,1.3
2026-05-07,South African Airways,SO2668,São Paulo,London,Brazil,UK,Latin America,Europe,Via Strait of Hormuz,Via Red Sea–Suez route,6773,7657,884,4956.69,5.7
2026-05-07,WestJet,WE2430,Ho Chi Minh City,Doha,Vietnam,Qatar,Asia Pacific,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,7642,8205,563,1971.13,0.8
2026-05-07,Aeroflot,AE2615,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Via Persian Gulf,Via Indian Ocean southern route,3501,5613,2112,10979.08,5.8
2026-05-07,Emirates SkyCargo,EM7147,Shanghai,Dubai,China,UAE,Asia Pacific,Middle East,Via Persian Gulf,Via Indian Ocean southern route,10906,14338,3432,15428.45,5.5
2026-05-07,Air India,AI2879,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Direct Gulf route,Via Jordan–Egypt alternate,6930,7603,673,4339.93,3.6
2026-05-07,Jazeera Airways,JA4924,Dubai,São Paulo,UAE,Brazil,Middle East,Latin America,Direct Gulf route,Via Jordan–Egypt alternate,3587,4758,1171,5518.07,5.7
2026-05-08,Iran Air,IR3783,London,Seoul,UK,South Korea,Europe,Asia Pacific,Via Persian Gulf,Via Indian Ocean southern route,6191,8741,2550,12764.35,2.5
2026-05-08,Azul Brazilian Airlines,AZ8612,Dubai,Toronto,UAE,Canada,Middle East,North America,Direct Middle East overfly,Via Central Asian detour,6256,7279,1023,6778.61,2.4
2026-05-08,SpiceJet,SP7879,Dubai,Shanghai,UAE,China,Middle East,Asia Pacific,Direct Middle East overfly,Via Central Asian detour,3542,6006,2464,13824.68,0.8
2026-05-08,Mahan Air,MA3802,Doha,Chicago,Qatar,USA,Middle East,North America,Direct Middle East overfly,Via Central Asian detour,11258,13428,2170,10251.26,1.2
2026-05-08,Singapore Airlines,SI1958,Doha,London,Qatar,UK,Middle East,Europe,Direct Gulf route,Via Jordan–Egypt alternate,5466,6269,803,3293.61,2.4
2026-05-08,Southwest Airlines,SO2120,Seoul,Dubai,South Korea,UAE,Asia Pacific,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,11052,12084,1032,4115.51,2.2
2026-05-08,Air Arabia,AI478,Moscow,Tehran,Russia,Iran,Europe,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,3596,4544,948,4234.61,2.6
2026-05-08,Saudi Arabian Airlines,SA7107,Doha,Seoul,Qatar,South Korea,Middle East,Asia Pacific,Direct Gulf route,Via Jordan–Egypt alternate,9086,9549,463,2990.92,1.1
2026-05-08,KLM,KL2450,Kuala Lumpur,Dubai,Malaysia,UAE,Asia Pacific,Middle East,Direct Middle East overfly,Via Central Asian detour,4501,6527,2026,10502.07,4.9
2026-05-08,Swiss International Air Lines,SW2016,Riyadh,New York,Saudi Arabia,USA,Middle East,North America,Direct Tehran overfly,Via Ashgabat–Almaty route,2284,4241,1957,9560.8,4.5
2026-05-08,Thai Airways,TH1525,Abu Dhabi,Sydney,UAE,Australia,Middle East,Asia Pacific,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8723,11379,2656,10552.27,4.6
2026-05-08,Thai Airways,TH5920,Los Angeles,Doha,USA,Qatar,North America,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,7252,8478,1226,6550.79,4.3
2026-05-08,Qatar Airways,QA7887,Zurich,Dubai,Switzerland,UAE,Europe,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,6796,8070,1274,6630.05,0.7
2026-05-08,Atlas Air,AT360,Doha,New York,Qatar,USA,Middle East,North America,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7187,8305,1118,4153.38,3.3
2026-05-08,Iberia,IB6026,London,Abu Dhabi,UK,UAE,Europe,Middle East,Direct Middle East overfly,Via Central Asian detour,5318,7359,2041,9328.07,1.4
2026-05-08,Air China,AI1291,Paris,Beirut,France,Lebanon,Europe,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,11350,12835,1485,10039.6,0.7
2026-05-08,Cathay Pacific,CA2096,New York,Dubai,USA,UAE,North America,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,2394,3964,1570,6994.63,0.4
2026-05-08,Air India,AI4121,Stockholm,Dubai,Sweden,UAE,Europe,Middle East,Direct Middle East overfly,Via Central Asian detour,2422,4699,2277,12076.2,3.2
2026-05-08,easyJet,EA4795,Dubai,Sydney,UAE,Australia,Middle East,Asia Pacific,Direct Tehran overfly,Via Ashgabat–Almaty route,6227,7906,1679,6978.81,1.1
